institution.name	institution.code	object_number	title	production.date.start	production.date.end	physical_description	collection	description_level	dimension.free	parts_reference	object_history_note	creator	acquisition.notes	content.person.name.type	content.person.name	content.subject.type	content.subject	accruals	system_of_arrangement	access_category.notes	environmental_condition.notes	part_of_reference	part_of.title	legal status
Black Country Living Museum	1430	KEN/C/3/37	Flyer	1950	1980	Flyer advertising Kenrick builders' ironmongery.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/38	Flyer	1950	1980	Flyer advertising Kenrick builders' ironmongery.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/39	Flyer	1950	1970	Flyer advertising the Kenrick 'Bettatool' twin purpose plane or file.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/4	Poster	1940	1970	Advertising poster on board for Kenrick 'Shepherd' castors	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/40	Flyer	1950	1970	"Flyer (in Dutch) advertising Kenrick 'Shepherd' castors.  English translation: ""Business goes well if your furniture is on wheels!"""	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/41	Leaflet	1950	1980	Sales leaflet (in Dutch) advertising Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/42	Leaflet	1957	1957	Leaflet advertising 'Tresa' double-sided replaceable blade files.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/43	Leaflet	1955	1955	Leaflet advertising Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/44	Leaflet	1950	1960	Leaflet advertising the Kenrick 'Shepherdette' furniture castor.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/45	Leaflet	1960	1980	Leaflet advertising kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/46	Leaflet	1950	1970	Leaflet advertising Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/47	Leaflet	1950	1970	Leaflet advertising Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/48	Leaflet	1950	1970	Leaflet advertising Kenrick 'Shepherd' minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/49	Leaflet	1950	1980	Leaflet advertising Kenrick furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/5	Poster	1957	1957	Advertising board for Kenrick 'Shepherd' castors	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/50	Leaflet	1960-07	1960-07	Leaflet advertising Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/51	Leaflet	1960	1970	Leaflet advertising how Kenrick 'Shepherd' minicastors can make housework easier.	Archibald Kenrick & Sons	item	1 item											Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/52	Leaflet	1960	1970	Leaflet advertising how Kenrick 'Shepherd' minicastors can make housework easier.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/53	Leaflet	1960	1980	Leaflet advertising how Kenrick 'Shepherd' minicastors can make housework easier.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/54	Leaflet	1962	1962	Leaflet advertising Kenrick 'Shepherd' Minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/55	Flyer	1950	1970	Flyer advertising PVC window stickers for Kenrick 'Shepherd' Castors and Minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/56	Leaflet	1950	1970	Leaflet advising how to choose the correct Kenrick 'Shepherd' castors for your furniture and floors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/57	Leaflet	1957-07	1957-07	Leaflet advertising fingertip furniture moving when fitted with Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/58	Leaflet	1956-11	1956-11	Leaflet advertising fingertip furniture moving when fitted with Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/59	Leaflet	1964-06	1964-06	Leaflet advertising fingertip furniture moving when fitted with Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 object			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/6	Poster	1940	1970	Advertising poster on board for Kenrick 'Shepherd' castors	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/60	Leaflet	1965-06	1965-06	Leaflet advertising fingertip furniture moving when fitted with Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/61	Leaflet	1962-07	1962-07	Leaflet advertising smooth furniture moving when fitted with Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons										KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/62	Card	1950	1970	Stand-up card advertising Kenrick 'Shepherd'furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/63	Leaflet	1950	1970	Leaflet advertising Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/64	Label	1967	1967	Label intended to be placed on to furniture fitted with Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/65	Card	1903-05	1903-05	Card advertising Kenrick enamelled pans.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/66	Leaflet	1965-06	1965-06	Fitting instuctions for Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/67	Leaflet	1958-07	1958-07	Leaflet advertising the smooth easy movement of Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/68	Leaflet	1950	1970	Leaflet advertising Kenrick 'Shepherd' furniture castors for trolleys and racks.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/69	Leaflet	1950	1970	Leaflet advertising Kenrick 'Shepherd' furniture castors for industrial use.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/7	Poster	1950	1970	Advertising board for Kenrick 'Shepherd' castors	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/70	Leaflet	1959-07	1959-07	Leaflet advertising Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/71	Leaflet	1950	1970	Leaflet advertising Kenrick 'Bettatool' multi-purpose hand tool.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/72	Leaflet	1950	1960	Leaflet advertising kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/73	Leaflet	1950	1970	Leaflet advertising how Kenrick 'Shepherd' furniture minicastors can make housework easier (reverse in German).	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/74	Leaflet	1950	1970	Leaflet advertising the benefits of using Kenrick 'Shepherd' furniture castors (in German).	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum		KEN/C/3/75	Flyer	1950	1950	Flyer advertising the Kenrick 'Shepherd' furniture castor.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/76	Poster	1950	1970	Pull-out poster advertising Kenrick 'Shepherd' furniture castors for industrial use.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/77	Advertisement	1963	1963	"Page from 'Bedding, Upholstery & Furniture' magazine advertising the increased manoeuverability of furniture fitted with Kenrick 'Shepherd' castors and minicastors."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/78	Leaflet	1957	1957	Leaflet advertising Kenrick vitreous enamelled builders' ironmongery.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/79	Leaflet	1938	1938	"Illustrated price list for ""Anglo"" ivory enamelled ware."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/8	Poster	1955	1956	Advertising poster on board for Kenrick 'Shepherd' castors	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/80	Leaflet	1950	1970	Leaflet advertising Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/81	Flyer	1940	1970	Flyer advertising the Kenrick quick-grinding coffee mill.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/82	Sales Advertisement	1945-10	1945-10	Example of an advertisement in 'The Ironmonger' trade magazine displaying the resilience of 'Anglo' No. 120 stewpans.  The Anglo American Tin Stamping Compaby Ltd. were a subsidiary company of Archibald Kenrick & Sons Ltd.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/83	Flyer	1930	1930	Flyer advertising a Kenrick mincer.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/84	Flyer	1930	1970	Flyer advertising a Kenrick mincer.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/85	Flyer	1930	1960	Flyer advertising a Kenrick mincer.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/86	Flyer	1940	1970	Flyer advertising a Kenrick mincer.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/87	Flyer	1940	1970	Flyer advertising Kenrick mincers.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/88	Flyer	1930	1970	Flyer advertising a Kenrick mincer.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/89	Flyer	1950	1960	Flyer advertising a Kenrick coffee grinder.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/9	Poster	1950	1970	Advertising board for Kenrick 'Shepherd' castors	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/90	Flyer	1937	1937	"Flyer advertising Kenrick coffee, drug and spice mills."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/91	Leaflet	1930	1960	Leaflet advertising Kenrick manufactured 'Kenray' fires.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/92	Leaflet	1950	1970	Leaflet (in Dutch) advertising Kenrick 'Shepherd' furniture minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/93	Leaflet	1950	1960	Leaflet (in Dutch) advertising Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/94	Leaflet	1950	1970	Leaflet (in Scandiavian) advertising Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/95	Poster	1900	1950	Large poster depicting artist's impression of the Kenrick factory building.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/96	Advertising Material	1954	1966	Copies of proofs sent to advertising and product manufacturing companies to promote the Archibald Kenrick & Sons Limited 'Shepherd' furniture castor campaign.	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/97	Religious Tracts	1853	1853	Tracts from the Temperance and Educational Mission in connection with meetings held at the works of Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/98	Lecture Programme	1840	1840	A programme from a lecture delivered in Pontypool by G. S. Kenrick.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
